gene	pLI	pRec	mis_z
ADCYAP1R1	7.2275e-10	9.6882e-01	1.3913e+00
ADD1	9.8830e-01	1.1702e-02	8.0446e-01
ADD2	9.9610e-01	3.9024e-03	2.0977e+00
ADD3	9.9880e-01	1.1952e-03	3.2960e-01
ADGB	3.7201e-22	9.9729e-01	5.9309e-01
ADH1A	1.7118e-11	3.1702e-02	6.6270e-03
ADH1B	9.9340e-07	5.5653e-01	-3.8278e-01
ADH4	8.0684e-07	5.1203e-01	3.2493e-02
ADH5	2.5356e-11	3.9827e-02	1.0261e+00
ADH6	1.6373e-06	6.6548e-01	5.9537e-01
ADH7	1.5123e-11	2.9497e-02	-6.1289e-01
ADHFE1	8.5168e-09	7.2980e-01	-6.1194e-02
ADI1	3.1509e-05	3.6003e-01	1.9879e-01
ADIG	2.8656e-03	3.6977e-01	6.4489e-01
ADIPOQ	4.6434e-09	3.2432e-02	-1.3118e-01
ADIPOR1	6.5840e-01	3.4139e-01	2.8221e+00
ADIPOR2	3.6218e-01	6.3736e-01	2.6533e+00
ADIRF	3.6481e-02	6.4816e-01	-4.6164e-02
ADK	3.1276e-04	9.8833e-01	1.5049e+00
ADM	4.0831e-02	8.5316e-01	-1.0735e-01
ADM2	2.0009e-02	7.5840e-01	1.0976e-01
ADM5	3.9555e-01	4.8216e-01	9.0450e-01
ADNP	1.0000e+00	4.8883e-06	2.0722e+00
ADNP2	6.9573e-01	3.0427e-01	3.4013e-01
ADO	4.8027e-01	4.9934e-01	1.6131e+00
ADORA1	1.5215e-02	8.8738e-01	2.2679e+00
ADORA2A	5.9710e-01	4.0113e-01	1.5203e+00
ADORA2B	1.7674e-05	4.6012e-01	-5.5228e-02
ADORA3	1.4410e-04	8.7344e-01	-2.0793e-01
ADPGK	5.2215e-03	9.8989e-01	1.0156e+00
ADPRH	2.9910e-06	5.5424e-01	2.0019e-01
ADPRHL1	3.4910e-11	9.0619e-02	3.3993e-01
ADPRHL2	5.7514e-04	9.0585e-01	3.4841e-01
ADPRM	3.9545e-04	8.5887e-01	1.0053e+00
ADRA1A	3.3722e-07	3.4541e-01	-1.3065e-02
ADRA1B	1.3541e-01	8.4601e-01	1.1798e+00
ADRA1D	4.0117e-05	6.3512e-01	6.0095e-01
ADRA2A	8.1816e-04	7.9582e-01	1.7995e+00
ADRA2B	4.4533e-06	6.4112e-01	3.6561e-01
ADRA2C	5.0159e-01	4.9462e-01	1.6407e+00
ADRB1	2.8786e-06	3.3200e-01	1.6999e+00
ADRB2	5.2545e-01	4.7139e-01	1.3470e+00
ADRB3	2.4637e-07	1.6465e-01	4.0578e-01
ADRBK1	9.9998e-01	2.0306e-05	3.2172e+00
ADRBK2	7.1059e-01	2.8941e-01	2.6342e+00
ADRM1	9.9704e-01	2.9560e-03	1.3783e+00
ADSL	8.9207e-12	4.5355e-01	8.0287e-01
ADSS	3.2971e-01	6.7026e-01	2.2227e+00
ADSSL1	2.8155e-07	9.8188e-01	-3.2849e-02
ADTRP	4.0967e-07	3.7909e-01	1.7822e-01
AE000662.92	1.1973e-04	2.2980e-01	2.8652e-01
AEBP1	7.3471e-11	9.9999e-01	1.0007e+00
AEBP2	9.9921e-01	7.8725e-04	2.2141e+00
AEN	2.0092e-10	1.9022e-02	-4.6399e-03
AES	9.3594e-01	6.4011e-02	2.0575e+00
AF165138.7	5.2132e-07	1.3484e-01	1.5241e-01
AF196779.12	9.6638e-01	3.3567e-02	2.0044e+00
AFAP1	2.3828e-07	9.9980e-01	-9.0889e-01
AFAP1L1	4.9556e-14	9.2539e-01	1.0291e+00
AFAP1L2	2.1581e-03	9.9784e-01	6.5444e-01
AFF1	7.1038e-01	2.8962e-01	-4.0638e-01
AFF2	9.9577e-01	4.2331e-03	1.4119e+00
AFF3	9.9996e-01	4.1803e-05	1.7128e+00
AFF4	1.0000e+00	1.7996e-07	2.4744e+00
AFG3L2	5.2511e-09	9.9961e-01	1.9880e+00
AFM	4.2654e-19	5.3370e-03	-5.7827e-01
AFMID	4.4977e-09	5.9277e-01	1.2363e-01
AFP	1.1383e-11	9.1327e-01	1.8544e-01
AFTPH	9.9997e-01	3.1275e-05	6.9187e-01
AGA	4.2802e-06	8.4806e-01	-4.4524e-01
AGAP1	9.9984e-01	1.6213e-04	1.2874e+00
AGAP10	3.5899e-01	4.9279e-01	1.8259e-01
AGAP2	9.9816e-01	1.8353e-03	3.3883e+00
AGAP2-AS1	2.7534e-02	9.2632e-01	2.4398e+00
AGAP3	9.1091e-01	8.9094e-02	2.9915e+00
AGAP5	5.9176e-03	7.4622e-01	5.4284e-01
AGAP6	2.5867e-06	3.1496e-01	-1.0919e+00
AGAP7	3.7798e-02	6.5488e-01	-1.5800e+00
AGBL1	1.4377e-30	4.6048e-04	-2.2334e+00
AGBL2	3.9622e-16	8.8492e-01	1.1714e+00
AGBL3	4.1796e-16	2.7215e-01	1.9232e+00
AGBL4	2.4767e-06	9.9591e-01	1.3153e+00
AGBL5	2.3696e-08	9.9978e-01	1.2926e+00
AGER	6.3528e-16	1.4845e-02	8.8287e-02
AGFG1	9.9276e-01	7.2401e-03	1.6605e+00
AGFG2	2.5383e-04	9.8456e-01	8.9017e-01
AGGF1	2.7334e-05	9.9995e-01	1.6632e-01
AGK	5.9973e-09	9.6395e-01	7.5506e-01
AGL	2.7564e-27	9.9283e-01	-4.6134e-01
AGMAT	1.2369e-07	2.0692e-01	8.0464e-01
AGMO	6.7791e-26	1.3964e-05	-2.5645e+00
AGO1	1.0000e+00	5.5163e-09	5.6761e+00
AGO2	1.0000e+00	4.6609e-07	6.0576e+00
AGO3	9.9997e-01	2.5776e-05	5.2591e+00
AGO4	9.9990e-01	1.0025e-04	3.7941e+00
AGPAT1	9.7215e-01	2.7847e-02	2.6081e+00
AGPAT2	1.2360e-07	2.0684e-01	-7.2172e-01
AGPAT3	9.9933e-01	6.7165e-04	2.5373e+00
AGPAT4	1.0210e-01	8.9763e-01	2.2277e+00
AGPAT5	7.0782e-06	9.1193e-01	-1.6638e+00
AGPAT6	8.8075e-02	9.1186e-01	2.7029e+00
AGPAT9	4.8042e-12	3.4024e-01	4.4224e-01
AGPS	1.0000e+00	2.4889e-06	3.2294e+00
AGR2	9.2381e-08	1.7689e-01	8.4427e-01
AGR3	2.2088e-19	3.6783e-05	-8.9672e-01
AGRN	5.4727e-07	1.0000e+00	2.2552e-01
AGRP	6.9912e-04	5.3042e-01	4.4936e-01
AGT	4.9706e-08	2.3014e-01	-1.9921e-01
AGTPBP1	4.2151e-01	5.7849e-01	2.0110e+00
AGTR1	5.3161e-04	7.1173e-01	4.3479e-01
AGTR2	8.2345e-03	8.0580e-01	-7.2329e-02
AGTRAP	1.8842e-01	7.6665e-01	4.5019e-01
AGXT	1.2332e-07	8.1432e-01	-2.6789e-01
AGXT2	3.7108e-28	4.6392e-06	-6.6130e-01
AHCTF1	1.0000e+00	6.0145e-13	-3.8140e-01
AHCY	3.5922e-02	9.6266e-01	1.5521e+00
AHCYL1	9.9429e-01	5.7098e-03	4.0174e+00
AHCYL2	9.9127e-01	8.7326e-03	2.7392e+00
AHDC1	1.0000e+00	8.5277e-07	2.8589e+00
AHI1	1.0773e-25	1.6578e-01	-3.4571e-02
AHNAK	8.9827e-01	1.0173e-01	-2.9677e+00
AHNAK2	6.4799e-04	9.1792e-01	-1.2234e+01
AHR	9.9999e-01	1.0903e-05	7.3492e-01
AHRR	1.8111e-04	9.9470e-01	4.8486e-01
AHSA1	9.9896e-01	1.0363e-03	1.6949e+00
AHSA2	1.8000e-04	4.7942e-01	-9.0645e-01
AHSG	3.2090e-10	4.7721e-02	-3.6450e-01
AHSP	3.2870e-04	2.1765e-01	-2.4819e-01
AICDA	9.2098e-06	5.5681e-01	1.3381e+00
AIDA	1.5469e-04	9.7002e-01	9.5510e-01
AIF1	1.8793e-06	2.6808e-01	2.1610e-01
AIF1L	6.3739e-03	9.1880e-01	2.9855e-01
AIFM1	9.9795e-01	2.0511e-03	2.4941e+00
AIFM2	1.1064e-05	8.2202e-01	3.2029e-01
AIFM3	1.9474e-14	5.6893e-01	9.9755e-01
AIG1	3.6161e-07	3.5724e-01	2.2205e-01
AIM1	3.5143e-33	4.8610e-03	-5.6671e-02
AIM1L	9.7435e-12	9.9454e-01	1.3223e+00
AIM2	2.1942e-09	7.5964e-02	6.0074e-01
AIMP1	3.0411e-07	5.4122e-01	-2.0677e-01
AIMP2	8.0240e-03	9.3576e-01	-8.4921e-01
AIP	3.6163e-01	6.3791e-01	9.3007e-01
AIPL1	1.2220e-05	8.3817e-01	7.9361e-02
AIRE	4.0468e-12	3.1272e-01	-2.0562e-03
AJAP1	9.9469e-01	5.3120e-03	9.3643e-01
AJUBA	7.9717e-01	2.0282e-01	2.2495e+00
AK1	2.7319e-02	9.2604e-01	6.4892e-01
AK2	6.2706e-05	7.3014e-01	7.1844e-02
AK3	1.1350e-04	6.1918e-01	-1.9661e+00
AK4	1.3353e-01	8.4744e-01	1.2309e+00
AK5	3.3057e-03	9.9661e-01	2.1496e+00
AK7	3.0553e-13	9.6967e-01	4.8664e-01
AK8	2.0053e-11	2.2703e-01	7.1390e-01
AK9	3.6870e-26	9.9982e-01	2.1941e+00
AKAP1	7.4238e-01	2.5762e-01	1.1800e+00
AKAP10	1.0782e-01	8.9217e-01	1.3510e+00
AKAP11	9.7878e-01	2.1224e-02	3.1287e-01
AKAP12	3.5666e-02	9.6433e-01	5.7490e-01
AKAP13	9.2909e-01	7.0907e-02	-1.6419e+00
AKAP14	6.5829e-01	3.3674e-01	6.6976e-01
AKAP17A	5.0167e-01	4.9755e-01	2.7913e-01
AKAP2	6.0664e-05	9.9994e-01	2.2534e-01
AKAP3	5.6438e-02	9.4342e-01	4.6770e-01
AKAP4	9.9323e-01	6.7742e-03	7.8353e-01
AKAP5	6.5191e-01	3.4699e-01	1.1724e+00
AKAP6	9.9983e-01	1.7192e-04	-4.2690e-02
AKAP7	2.8942e-07	5.3062e-01	1.6814e-01
AKAP8	6.6425e-01	3.3575e-01	2.9520e-05
AKAP8L	2.8839e-02	9.7116e-01	1.0339e+00
AKAP9	4.5249e-17	1.0000e+00	-1.2754e-01
AKIP1	1.1363e-05	3.7630e-01	-4.2874e-01
AKIRIN1	7.9347e-01	2.0539e-01	5.0106e-01
AKIRIN2	9.2355e-01	7.6364e-02	1.3047e+00
AKNA	1.2945e-04	9.9987e-01	-1.2941e-01
AKNAD1	3.6153e-23	2.0981e-03	-5.6540e-02
AKR1A1	6.6621e-07	7.1089e-01	-2.1182e-02
AKR1B1	2.0216e-05	9.0524e-01	4.0479e-01
AKR1B10	7.5723e-09	2.7500e-01	-1.9299e-01
AKR1B15	3.6787e-22	2.2502e-05	-9.3337e-01
AKR1C1	3.5240e-15	5.7173e-03	-1.4155e+00
AKR1C2	6.8956e-11	7.0865e-02	-8.7299e-01
AKR1C3	7.5812e-24	1.6332e-05	-1.8099e+00
AKR1C4	2.2341e-17	1.0769e-03	-1.0419e+00
AKR1CL1	1.3656e-05	2.3647e-01	-8.8684e-01
AKR1D1	1.7175e-07	6.5918e-01	1.7215e-01
AKR1E2	2.0973e-11	6.7794e-02	-3.1374e-01
AKR7A2	1.9938e-10	6.8826e-02	-4.1709e-01
AKR7A3	1.0209e-19	8.6660e-05	-1.6579e-01
AKR7L	2.2370e-04	5.2488e-01	2.5787e-01
AKT1	9.7590e-01	2.4102e-02	3.4778e+00
AKT1S1	1.1100e-01	8.6306e-01	6.4229e-01
AKT2	6.4432e-01	3.5567e-01	2.4133e+00
AKT3	9.9958e-01	4.2409e-04	3.9460e+00
AKTIP	4.0379e-01	5.9588e-01	1.7392e+00
AL021546.6	3.7119e-05	3.8905e-01	-5.9551e-02
AL022328.1	1.7243e-02	4.9741e-01	2.0000e-01
AL031590.1	3.7335e-01	4.8909e-01	-7.5473e-01
AL031666.2	1.8503e-03	5.0060e-01	5.7128e-02
AL033381.1	1.3359e-02	4.4699e-01	1.9201e-01
AL035406.1	3.4347e-01	4.9605e-01	5.3731e-02
AL035588.1	3.5496e-01	4.9371e-01	4.3845e-01
AL049829.1	1.3466e-01	6.3661e-01	6.5460e-01
AL050302.1	4.4623e-02	6.8510e-01	-1.7973e-01
AL078585.1	5.8584e-03	7.4427e-01	9.4188e-01
AL121963.1	2.0649e-04	3.0394e-01	-8.6375e-01
AL133481.1	1.7438e-03	2.9000e-01	1.1967e+00
AL135998.1	6.3159e-02	5.2084e-01	4.7554e-01
AL136218.1	3.3675e-04	3.8530e-01	1.0854e-01
AL136376.1	2.5680e-02	5.7852e-01	6.1821e-01
AL137026.1	5.9917e-02	5.1125e-01	-3.9533e-01
AL138815.1	1.1764e-01	6.2098e-01	-4.1395e-01
AL139333.1	6.6279e-02	5.2955e-01	4.6850e-01
AL161450.1	2.9230e-01	5.0072e-01	3.5193e-01
AL161645.2	6.8126e-02	5.3447e-01	-6.7993e-02
AL161784.1	9.4750e-02	5.9018e-01	1.0163e+00
AL162407.1	3.3991e-01	4.9668e-01	6.4935e-01
AL162431.1	3.1086e-01	5.0017e-01	4.5666e-01
AL163636.6	9.9062e-02	5.9699e-01	-2.9567e-02
AL353354.1	1.3153e-02	4.4398e-01	7.9293e-01
AL354898.1	2.3398e-06	2.9959e-01	1.2209e+00
AL354993.1	3.3998e-02	6.3459e-01	3.9764e-01
AL355390.1	8.9110e-02	5.8045e-01	5.0236e-01
AL355490.1	1.4329e-05	1.3301e-01	8.6406e-01
AL356356.1	3.4464e-01	6.0330e-01	8.0395e-01
AL359736.1	3.2290e-01	4.9910e-01	8.3825e-01
AL365202.1	3.0835e-01	5.0032e-01	4.6888e-01
AL390778.1	3.0974e-01	5.0024e-01	8.0059e-01
AL391421.1	4.4636e-03	4.5252e-01	1.2030e+00
AL441883.1	5.9485e-02	7.3102e-01	-3.8164e-02
AL450307.1	2.9332e-03	5.9920e-01	4.1069e-01
AL589765.1	6.2308e-02	7.3746e-01	1.2864e+00
AL590708.2	3.7751e-01	4.8791e-01	3.3324e-01
AL590714.1	3.0518e-01	5.0048e-01	1.1743e-01
AL591025.1	2.1752e-02	5.4462e-01	1.8637e-01
AL592284.1	3.1339e-01	4.9999e-01	-2.2748e-01
AL627171.1	7.4186e-02	5.4954e-01	-2.9616e-02
AL627309.1	9.0576e-04	5.8637e-01	-7.7730e-01
AL645608.1	1.2096e-02	6.6115e-01	-6.4548e-01
AL645922.1	1.6012e-03	2.7775e-01	3.2143e-01
AL646016.1	6.6274e-02	5.2953e-01	-5.2747e-01
AL929472.1	3.3693e-01	4.9718e-01	1.6541e-01
ALAD	5.6185e-05	9.7386e-01	1.2310e+00
ALAS1	1.0979e-01	8.9016e-01	1.1853e+00
ALAS2	9.9586e-01	4.1424e-03	2.3698e+00
ALB	6.4329e-01	3.5671e-01	6.5574e-01
ALCAM	7.3267e-01	2.6732e-01	9.9267e-01
ALDH16A1	2.3658e-20	4.8780e-02	-4.2248e-01
ALDH18A1	8.1212e-04	9.9918e-01	1.9663e+00
ALDH1A1	9.5448e-01	4.5515e-02	1.6550e+00
ALDH1A2	3.6331e-01	6.3667e-01	1.4383e+00
ALDH1A3	1.4128e-01	8.5857e-01	2.2359e+00
ALDH1B1	2.6981e-06	5.3207e-01	-2.2692e-01
ALDH1L1	1.4114e-11	9.9677e-01	6.0492e-01
ALDH1L2	1.7337e-17	7.3343e-01	1.3707e+00
ALDH2	3.3959e-10	5.1549e-01	1.3212e+00
ALDH3A1	3.9013e-17	2.8803e-03	2.9523e-01
ALDH3A2	9.4055e-06	9.8567e-01	6.8240e-01
ALDH3B1	6.2437e-06	8.9833e-01	9.5892e-01
ALDH3B2	3.1881e-13	1.1346e-02	-1.2977e-01
ALDH4A1	1.3725e-05	9.9825e-01	-4.6713e-02
ALDH5A1	3.0504e-07	9.3007e-01	7.3405e-01
ALDH6A1	7.5619e-10	8.8435e-01	1.0450e+00
ALDH7A1	1.3923e-22	2.4104e-03	3.6846e-01
ALDH8A1	2.4846e-12	3.7641e-02	4.9472e-01
ALDH9A1	1.0995e-11	2.9551e-01	-4.1598e-01
ALDOA	1.3228e-03	9.9154e-01	2.5889e-01
ALDOB	7.8786e-07	7.4516e-01	-1.4212e+00
ALDOC	9.2245e-02	9.0619e-01	1.1225e+00
ALG1	3.6220e-19	1.3074e-03	-2.0466e+00
ALG10	1.3151e-06	6.1776e-01	-2.8305e-02
ALG10B	2.0263e-08	2.5746e-01	-1.5708e+00
ALG11	6.1729e-09	2.4755e-01	-4.7065e-02
ALG12	1.1758e-07	8.0604e-01	-1.9300e-01
ALG13	9.9998e-01	2.0513e-05	1.1475e+00
ALG14	9.3727e-04	8.1941e-01	2.6589e-01
ALG1L	1.0994e-08	2.8025e-02	-2.4095e+00
ALG2	8.0497e-05	7.7912e-01	-7.9009e-02
ALG3	3.6777e-10	3.2188e-01	-3.1675e-01
ALG5	4.6347e-01	5.3649e-01	1.0063e+00
ALG6	3.0541e-04	9.9920e-01	1.5266e+00
ALG8	1.1804e-08	9.8561e-01	6.0409e-01
ALG9	6.4044e-04	9.9852e-01	1.0098e+00
ALK	3.2299e-06	1.0000e+00	1.0319e-02
ALKBH1	4.8961e-06	8.6759e-01	5.3489e-02
ALKBH2	3.2745e-03	8.4015e-01	3.6230e-01
ALKBH3	2.7442e-12	7.5648e-02	8.4532e-02
ALKBH4	1.2598e-01	8.5300e-01	5.6220e-01
ALKBH5	9.4974e-01	5.0233e-02	2.5626e+00
ALKBH6	1.0641e-01	8.8762e-01	1.1573e+00
ALKBH7	1.7207e-06	2.5620e-01	1.2584e-01
ALKBH8	2.0414e-04	9.9892e-01	8.5390e-01
ALLC	4.2324e-16	6.0857e-03	1.9641e-01
ALMS1	4.4999e-60	6.1285e-03	-2.9912e+00
ALOX12	1.4397e-15	2.8984e-01	1.2748e+00
ALOX12B	7.5626e-04	9.9922e-01	1.4041e+00
ALOX15	1.1397e-23	5.5169e-04	2.7675e-02
ALOX15B	1.4819e-18	2.1287e-02	2.7230e-01
ALOX5	1.2059e-06	9.9990e-01	1.0927e+00
ALOX5AP	7.0729e-02	8.7766e-01	1.0437e+00
ALOXE3	5.1284e-20	7.6053e-02	1.4909e-01
ALPI	2.4527e-18	2.0944e-03	4.0325e-01
ALPK1	1.0188e-19	5.8637e-01	-2.8196e-01
ALPK2	1.0376e-21	9.8526e-01	4.0550e-01
ALPK3	8.4158e-25	4.6431e-01	1.3140e-01
ALPL	3.6360e-04	9.9774e-01	1.2672e+00
ALPP	1.8144e-13	5.7110e-02	-4.4758e-01
ALPPL2	1.4933e-11	1.0515e-01	1.5978e-02
ALS2	8.7204e-12	1.0000e+00	1.8965e+00
ALS2CL	4.2970e-28	3.5655e-03	1.6876e-01
ALS2CR11	2.9765e-16	9.9961e-01	2.8168e+00
ALS2CR12	1.3086e-22	3.2505e-04	-1.9882e-01
ALX1	1.7618e-01	8.2143e-01	9.6120e-02
ALX3	1.9117e-02	9.0688e-01	4.4635e-01
ALX4	3.5736e-01	6.4216e-01	8.2076e-01
ALYREF	9.2567e-01	7.3958e-02	2.3107e+00
AMACR	2.7363e-02	9.6230e-01	5.5721e-01
AMBN	1.0497e-09	5.1882e-01	-3.4795e-01
AMBP	2.7886e-13	3.8490e-02	-1.6203e-01
AMBRA1	1.0000e+00	2.4406e-07	2.9480e+00
AMD1	9.8227e-01	1.7725e-02	2.2444e+00
AMDHD1	3.1269e-08	5.3069e-01	-3.0437e-01
AMDHD2	2.3130e-03	9.8224e-01	5.1980e-01
AMELX	7.4507e-02	8.7761e-01	9.5694e-01
AMELY	8.3683e-05	1.8995e-01	-1.2627e-01
AMER1	8.5380e-01	1.4620e-01	-5.6916e-01
AMER2	8.3487e-02	9.0758e-01	1.1694e+00
AMER3	6.1869e-01	3.7984e-01	-6.7098e-01
AMFR	5.8368e-05	9.9972e-01	1.8660e+00
AMH	3.3974e-12	1.2321e-02	-8.8085e-01
AMHR2	2.7013e-10	8.9451e-01	3.9374e-01
AMICA1	7.4700e-04	9.8337e-01	3.4027e-01
AMIGO1	9.8411e-01	1.5885e-02	2.8562e+00
AMIGO2	5.9743e-01	4.0080e-01	9.7652e-01
AMIGO3	2.0785e-04	7.4729e-01	5.3509e-02
AMMECR1	8.2117e-01	1.7806e-01	1.0801e+00
AMMECR1L	9.9130e-01	8.7014e-03	2.4653e+00
AMN	2.6529e-04	9.8545e-01	6.0643e-01
AMN1	3.2526e-01	6.7173e-01	1.2548e+00
AMOT	9.9666e-01	3.3400e-03	1.0900e+00
AMOTL1	1.8316e-03	9.9817e-01	1.2216e+00
AMOTL2	1.5515e-01	8.4485e-01	7.5354e-02
AMPD1	1.9099e-21	5.8474e-03	-4.5701e-01
AMPD2	4.5084e-07	9.9992e-01	2.8298e+00
AMPD3	1.1323e-12	9.0463e-01	6.6723e-01
AMPH	1.7006e-05	9.9997e-01	1.4925e+00
AMT	2.7214e-03	9.8496e-01	-1.0117e-01
AMTN	8.1348e-11	2.1489e-02	3.8045e-01
AMY1A	3.2325e-04	3.7796e-01	-5.2245e-02
AMY1B	6.0271e-04	2.9762e-01	9.4097e-02
AMY1C	3.3974e-03	6.3107e-01	-5.0268e-01
AMY2A	8.5411e-12	2.1137e-02	-1.0244e+00
AMY2B	5.8844e-30	1.4973e-06	-2.5174e+00
AMZ1	3.7114e-23	1.1218e-05	-3.5886e+00
AMZ2	2.0652e-09	1.3732e-01	2.1833e-01
ANAPC1	9.4532e-01	5.4682e-02	9.8694e-01
ANAPC10	5.5077e-03	9.0544e-01	8.3572e-01
ANAPC11	3.3285e-01	6.5368e-01	1.1237e+00
ANAPC13	1.3703e-03	4.3984e-01	1.2508e-01
ANAPC15	2.9581e-01	6.8624e-01	1.2218e+00
ANAPC16	2.2882e-02	7.8087e-01	8.0761e-01
ANAPC2	9.9993e-01	6.7563e-05	2.4134e+00
ANAPC4	6.9453e-04	9.9931e-01	2.5031e+00
ANAPC5	1.6499e-09	9.9793e-01	2.2973e+00
ANAPC7	8.4850e-01	1.5149e-01	2.1176e+00
ANG	2.8738e-01	5.0062e-01	7.7728e-02
ANGEL1	9.2452e-09	9.9576e-01	9.2450e-01
ANGEL2	5.5650e-06	9.9871e-01	8.8207e-01
ANGPT1	9.5208e-01	4.7920e-02	1.3025e+00
ANGPT2	8.3208e-01	1.6792e-01	-5.2733e-01
ANGPT4	4.5492e-15	2.4486e-02	-1.2613e-01
ANGPTL1	1.2103e-10	1.8067e-01	4.7933e-01
ANGPTL2	1.4712e-03	9.9727e-01	1.2035e+00
ANGPTL3	1.6455e-13	5.3986e-02	-9.4195e-02
ANGPTL4	2.3089e-11	1.3413e-01	4.3908e-01
ANGPTL5	4.1332e-10	1.9226e-01	-4.7167e-01
ANGPTL6	2.3705e-08	4.7280e-01	5.6750e-01
ANGPTL7	9.1680e-17	1.2844e-03	1.3156e-01
ANHX	2.2619e-01	7.7237e-01	1.1692e+00
ANK1	1.0000e+00	4.2340e-09	2.0781e+00
ANK2	1.0000e+00	2.8569e-19	1.9641e+00
ANK3	1.0000e+00	4.2523e-21	2.7937e+00
ANKAR	1.0200e-31	1.3342e-03	8.5502e-01
ANKDD1A	7.7415e-17	1.5932e-02	6.4534e-01
ANKDD1B	1.4401e-06	8.5161e-01	1.5370e+00
ANKEF1	8.5371e-10	8.9890e-01	5.0558e-01
ANKFN1	2.0906e-10	9.9835e-01	5.5889e-01
ANKFY1	9.5629e-01	4.3710e-02	2.4638e+00
ANKH	2.7856e-01	7.2125e-01	2.3499e+00
ANKHD1	1.0000e+00	2.1392e-13	4.4679e+00
ANKHD1-EIF4EBP3	1.0000e+00	2.1392e-13	4.4679e+00
ANKIB1	9.9996e-01	3.9591e-05	3.1640e+00
ANKK1	7.4008e-12	2.4124e-01	1.1781e-02
ANKLE1	5.2059e-18	3.2623e-03	8.5516e-01
ANKLE2	1.0099e-10	9.7796e-01	3.4259e-01
ANKMY1	2.6293e-24	1.6622e-03	-2.5719e-01
ANKMY2	3.5166e-06	9.4670e-01	1.5127e-01
ANKRA2	3.5443e-06	8.1771e-01	8.2470e-01
ANKRD1	2.6259e-10	1.5025e-01	1.9323e-01
ANKRD10	1.6450e-01	8.3276e-01	1.3506e+00
ANKRD11	1.0000e+00	1.6904e-11	-5.5363e-01
ANKRD12	1.0000e+00	5.5524e-07	5.5717e-01
ANKRD13A	2.0646e-04	9.9976e-01	1.4660e+00
ANKRD13B	3.6217e-01	6.3783e-01	3.1963e+00
ANKRD13C	9.9793e-01	2.0743e-03	2.3672e+00
ANKRD13D	3.4912e-01	6.5088e-01	1.6409e+00
ANKRD16	7.4267e-10	1.4432e-01	4.0598e-02
ANKRD17	1.0000e+00	1.8821e-15	5.3588e+00
ANKRD18A	8.7789e-11	9.7335e-01	6.8404e-01
ANKRD18B	1.4920e-10	9.8712e-01	4.6968e-01
ANKRD2	1.4714e-08	3.8120e-01	1.1515e+00
ANKRD20A1	3.3618e-06	2.0299e-01	-1.2930e-01
ANKRD20A2	3.3379e-04	2.1942e-01	-1.1716e+00
ANKRD20A3	3.1925e-03	3.8899e-01	-1.1291e+00
ANKRD20A4	1.6819e-13	2.1039e-03	-9.1681e-01
ANKRD22	1.1192e-09	5.1629e-02	-2.0654e-01
ANKRD23	3.5366e-19	1.8025e-04	5.7992e-01
ANKRD24	3.2559e-16	8.5836e-01	5.4150e-01
ANKRD26	3.5745e-24	9.9985e-01	-3.9567e-01
ANKRD27	3.8647e-31	7.8810e-04	-2.7148e-01
ANKRD28	1.0000e+00	2.6518e-06	2.3872e+00
ANKRD29	6.3522e-09	2.5125e-01	4.5345e-01
ANKRD30A	2.6850e-45	1.2854e-07	-2.8260e+00
ANKRD30B	1.5988e-21	6.5120e-01	-7.1955e-01
ANKRD30BL	3.4461e-05	3.7570e-01	6.7153e-01
ANKRD31	1.8697e-21	8.8198e-01	1.6928e+00
ANKRD32	5.8495e-10	9.9962e-01	4.5254e-01
ANKRD33	1.4957e-17	4.4126e-04	3.3618e-01
ANKRD33B	4.3225e-01	5.6643e-01	2.0945e+00
ANKRD34A	9.8103e-01	1.8958e-02	2.4617e+00
ANKRD34B	1.8309e-14	2.1137e-03	5.7017e-01
ANKRD34C	2.1455e-01	7.7764e-01	2.1431e+00
ANKRD35	1.6568e-25	8.6319e-03	3.2236e-01
ANKRD36	8.3217e-86	2.9816e-17	-1.3780e+00
ANKRD36C	3.7738e-03	9.9621e-01	-1.5594e+00
ANKRD37	5.3673e-04	7.1372e-01	-2.3930e-01
ANKRD39	9.0169e-04	8.1286e-01	1.8053e-01
ANKRD40	2.5435e-01	7.4454e-01	1.2060e+00
ANKRD42	2.1439e-10	2.4476e-01	1.3374e-01
ANKRD44	3.3657e-01	6.6287e-01	1.0293e+00
ANKRD45	5.8172e-04	9.0706e-01	5.9537e-01
ANKRD46	5.1507e-01	4.8152e-01	1.9068e+00
ANKRD49	5.3732e-04	7.1395e-01	8.8669e-01
ANKRD50	9.7920e-01	2.0802e-02	7.0472e-01
ANKRD52	1.0000e+00	2.4494e-08	4.4928e+00
ANKRD53	4.0883e-07	3.7872e-01	4.8235e-01
ANKRD54	2.0060e-03	9.7918e-01	9.3495e-01
ANKRD55	6.7577e-08	9.7223e-01	1.7053e-01
ANKRD6	1.1728e-11	9.1625e-01	7.4213e-01
ANKRD60	2.9807e-05	3.5055e-01	5.6798e-01
ANKRD61	3.9262e-03	8.6613e-01	1.3425e+00
ANKRD62	3.0100e-01	6.9900e-01	2.2293e+00
ANKRD63	3.7559e-01	5.8222e-01	1.5606e+00
ANKRD65	5.0619e-09	1.7818e-02	5.9158e-01
ANKRD66	1.6946e-05	2.6447e-01	9.5408e-01
ANKRD7	4.2975e-06	6.3335e-01	9.7084e-01
ANKRD9	2.9363e-01	6.3278e-01	1.8977e+00
